Name,SKUs,Routes,Vehicles,Customers,Instance,BIS Obj1,BB Obj1,CPU Obj1,V Obj1,BIS Obj2,BB Obj2,CPU Obj2,Greedy Obj1,Greedy Obj2,Greedy CPU,Gap Obj 1 01,Gap Obj 1 02,Gap Obj 1 03,Gap Obj 1 04,Gap Obj 1 05,Gap Obj 1 06,Gap Obj 1 07,Gap Obj 1 08,Gap Obj 1 09,Gap Obj 1 10,Gap Obj 1 11,Gap Obj 1 12,Gap Obj 1 13,Gap Obj 1 14,Gap Obj 1 15,Gap Obj 1 16,Gap Obj 1 17,Gap Obj 1 18,Gap Obj 1 19,Gap Obj 1 20,Gap Obj 1 21,Gap Obj 1 22,Gap Obj 1 23,Gap Obj 1 24,Gap Obj 1 25,Gap Obj 1 26,Gap Obj 1 27,Gap Obj 1 28,Gap Obj 1 29,Gap Obj 1 30,Gap Obj 1 31,Gap Obj 1 32,Gap Obj 1 33,Gap Obj 1 34,Gap Obj 1 35,Gap Obj 1 36,Gap Obj 1 37,Gap Obj 1 38,Gap Obj 1 39,Gap Obj 1 40,Gap Obj 1 41,Gap Obj 1 42,Gap Obj 1 43,Gap Obj 1 44,Gap Obj 1 45,Gap Obj 1 46,Gap Obj 1 47,Gap Obj 1 48,Gap Obj 1 49,Gap Obj 1 50,Gap Obj 1 51,Gap Obj 1 52,Gap Obj 1 53,Gap Obj 1 54,Gap Obj 1 55,Gap Obj 1 56,Gap Obj 1 57,Gap Obj 1 58,Gap Obj 1 59,Gap Obj 1 60,Gap Obj 2 01,Gap Obj 2 02,Gap Obj 2 03,Gap Obj 2 04,Gap Obj 2 05,Gap Obj 2 06,Gap Obj 2 07,Gap Obj 2 08,Gap Obj 2 09,Gap Obj 2 10,Gap Obj 2 11,Gap Obj 2 12,Gap Obj 2 13,Gap Obj 2 14,Gap Obj 2 15,Gap Obj 2 16,Gap Obj 2 17,Gap Obj 2 18,Gap Obj 2 19,Gap Obj 2 20,Gap Obj 2 21,Gap Obj 2 22,Gap Obj 2 23,Gap Obj 2 24,Gap Obj 2 25,Gap Obj 2 26,Gap Obj 2 27,Gap Obj 2 28,Gap Obj 2 29,Gap Obj 2 30,Gap Obj 2 31,Gap Obj 2 32,Gap Obj 2 33,Gap Obj 2 34,Gap Obj 2 35,Gap Obj 2 36,Gap Obj 2 37,Gap Obj 2 38,Gap Obj 2 39,Gap Obj 2 40,Gap Obj 2 41,Gap Obj 2 42,Gap Obj 2 43,Gap Obj 2 44,Gap Obj 2 45,Gap Obj 2 46,Gap Obj 2 47,Gap Obj 2 48,Gap Obj 2 49,Gap Obj 2 50,Gap Obj 2 51,Gap Obj 2 52,Gap Obj 2 53,Gap Obj 2 54,Gap Obj 2 55,Gap Obj 2 56,Gap Obj 2 57,Gap Obj 2 58,Gap Obj 2 59,Gap Obj 2 60
S100R10V20C10#5,100,10,20,10,5,106970568,106970568,596.09,20,20,20,1401.37,105204368,15,1.171875,1.00%,1.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.30%,16.00%,15.40%,15.00%,15.00%,14.90%,14.90%,14.90%,14.90%,14.80%,14.50%,14.40%,14.20%,14.00%,12.70%,11.30%,10.40%,9.87%,9.40%,8.95%,8.54%,7.86%,6.87%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V20C15#1,100,10,20,15,1,19273232.06,19273244.06,726.15,20,20,20,13.79,19099926,20,1.125,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V20C15#2,100,10,20,15,2,65186176,65186225.23,2556.95,20,20,20,53.54,63917696,20,1.296875,7.00%,3.00%,2.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V20C15#3,100,10,20,15,3,43536960,43537578.67,3600,20,20,20,1.36,43175168,20,1.203125,1.00%,1.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V20C15#4,100,10,20,15,4,25456586,25456611.18,1482.45,20,20,20,3.9,24901748.94,20,1.1875,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V20C15#5,100,10,20,15,5,7613344.625,7613351.896,1151.79,20,20,20,6.65,7439712,20,1.203125,4.00%,3.00%,3.00%,3.00%,3.00%,2.00%,2.00%,2.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V25C5#1,100,10,25,5,1,148097076,148097118,57.52,15,12,12,36.68,146103360,6,0.90625,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V25C5#2,100,10,25,5,2,60312320,60312320.5,18.13,12,11,11,49.31,59699968,6,0.96875,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V25C5#3,100,10,25,5,3,20643456,20643456,3.44,13,12,12,43.03,18754036,6,0.84375,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V25C5#4,100,10,25,5,4,553746944.3,553747331.8,36.12,11,11,11,361.24,550619136,6,0.875,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.50%,21.90%,21.40%,19.70%,17.00%,13.60%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V25C5#5,100,10,25,5,5,42428448.5,42428458.82,4.48,14,9,9,19.18,40333600,5,0.875,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V25C10#1,100,10,25,10,1,19961584.66,19961584.66,45.33,21,16,15,3600,19663596,12,1.40625,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.90%,15.30%,10.70%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%
S100R10V25C10#2,100,10,25,10,2,10071680,10071680,352.23,24,21,21,1360.05,9463308.004,15,1.484375,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.50%,25.90%,25.80%,21.90%,21.80%,21.70%,21.70%,21.60%,21.30%,20.70%,19.70%,16.90%,16.20%,15.70%,15.60%,15.60%,15.60%,15.60%,14.70%,13.60%,12.40%,10.70%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V25C10#3,100,10,25,10,3,42725985.59,42725985.59,7.04,23,18,18,387.08,41005869.5,14,1.453125,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.80%,16.20%,14.10%,12.40%,10.50%,5.56%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V25C10#4,100,10,25,10,4,58611393.03,58611447.69,127.15,20,17,17,94.96,57770787.01,13,1.625,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V25C10#5,100,10,25,10,5,235928448.2,235928680.1,16.38,19,15,15,107.53,233588252.1,12,1.453125,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.50%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V25C15#1,100,10,25,15,1,20328012.77,20328012.77,17.09,25,21,21,325.58,19369752,20,2.21875,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.80%,11.70%,11.30%,11.30%,6.88%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V25C15#2,100,10,25,15,2,165109704.5,165112425.9,3600,25,25,24,3600,162315872,23,1.953125,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.82%,6.75%,6.75%,6.75%,6.75%,6.75%,6.75%,6.73%,6.65%,6.56%,6.53%,6.44%,6.42%,6.42%,6.42%,6.42%,6.42%,6.38%,6.34%,6.29%,6.26%,6.25%,6.25%,6.21%,6.18%,6.15%,6.12%,6.09%,6.07%,6.04%,6.02%,6.00%,5.98%,5.96%,5.94%,5.91%,5.90%,5.88%,5.86%,5.85%,5.85%,5.85%,5.83%,5.83%,5.82%,5.80%,5.79%,5.78%,5.76%,5.75%,5.73%,5.72%,5.71%,5.70%,5.69%,5.68%,5.67%,5.66%,5.65%,5.64%
S100R10V25C15#3,100,10,25,15,3,20041665.31,20041676.5,21.59,25,20,20,148.76,19832329.2,16,1.96875,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.40%,17.10%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V25C15#4,100,10,25,15,4,13682302.68,13682313.35,13.82,24,18,18,290.67,12134201.42,15,1.71875,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.90%,15.20%,12.70%,10.90%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V25C15#5,100,10,25,15,5,7135520,7135618.705,3600,25,25,25,8.79,6881835.376,25,1.875,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V5C5#1,100,20,5,5,1,365166592,365166592,1.73,5,5,5,0.68,363593728,5,0.203125,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V5C5#2,100,20,5,5,2,1765834752,1765834752,3.02,5,5,5,0.9,1760231424,5,0.203125,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V5C5#3,100,20,5,5,3,67723264,67723264,10.27,5,5,5,1.36,62201856,5,0.234375,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V5C5#4,100,20,5,5,4,49352704,49352704,7.56,5,5,5,0.92,48037888,5,0.21875,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V5C5#5,100,20,5,5,5,65441792,65441792,9.85,5,5,5,1.73,63620096,5,0.203125,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V5C10#1,100,20,5,10,1,81338368,81338368,8.37,5,5,5,1.54,78053376,5,0.203125,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V5C10#2,100,20,5,10,2,220446720,220446720,6.47,5,5,5,0.64,218292224,5,0.171875,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V5C10#3,100,20,5,10,3,103401472,103401472,8.24,5,5,5,1.99,99508224,5,0.25,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V5C10#4,100,20,5,10,4,89325568,89325568,5.34,5,5,5,1.44,83886080,5,0.203125,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V5C10#5,100,20,5,10,5,42704896,42704896,6.47,5,5,5,1.76,38752256,5,0.21875,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V5C15#1,100,20,5,15,1,555548672,555548672,5.93,5,5,5,0.44,553779200,5,0.203125,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V5C15#2,100,20,5,15,2,74907648,74907648,2.88,5,5,5,0.8,65929216,5,0.21875,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V5C15#3,100,20,5,15,3,618143744,618143744,8.34,5,5,5,1.16,608960512,5,0.1875,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V5C15#4,100,20,5,15,4,147046400,147046400,10.01,5,5,5,1.53,145489920,5,0.234375,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V5C15#5,100,20,5,15,5,193773568,193773568,10.21,5,5,5,1.64,191008768,5,0.21875,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V10C5#1,100,20,10,5,1,215060272,215060298,328.86,10,10,10,19.36,206703488,7,0.71875,344.00%,12.00%,9.00%,7.00%,3.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V10C5#2,100,20,10,5,2,168103940.3,168103940.3,465.58,10,10,10,21.08,151944704.5,7,0.703125,39.00%,26.00%,24.00%,23.00%,22.00%,20.00%,15.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V10C5#3,100,20,10,5,3,41395549,41395585.55,225.26,10,10,10,38.93,32552607.5,5,0.453125,27.00%,7.00%,4.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V10C5#4,100,20,10,5,4,47202901.5,47202936.94,172.86,10,10,10,16.08,41280272,6,0.515625,3.00%,2.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V10C5#5,100,20,10,5,5,767459584,767460250.2,282.94,8,8,8,18.16,736419840,5,0.640625,4.00%,3.00%,1.00%,1.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V10C10#1,100,20,10,10,1,30778368,30778369.13,39.9,10,10,10,6.54,30102528,10,0.625,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V10C10#2,100,20,10,10,2,28726272,28726272,48.26,10,10,10,3.63,27992064,10,0.6875,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V10C10#3,100,20,10,10,3,39975424,39975456.06,670.86,10,10,10,25.48,35653632,10,0.75,82.00%,6.00%,2.00%,2.00%,2.00%,1.00%,1.00%,1.00%,1.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V10C10#4,100,20,10,10,4,156532736,156532864,394.77,10,10,10,0.58,153845760,10,0.671875,2.00%,2.00%,2.00%,1.00%,1.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V10C10#5,100,20,10,10,5,61481984.04,61481984.04,50.15,10,10,10,2.69,58335232,10,0.71875,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V10C15#1,100,20,10,15,1,304578560,304578560,25.96,10,10,10,1,300269568,10,0.640625,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V10C15#2,100,20,10,15,2,153729024,153729024,60.57,10,10,10,1.4,151568384,10,0.671875,1.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V10C15#3,100,20,10,15,3,65290240,65290240,59.9,10,10,10,9.6,63090688,10,0.921875,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V10C15#4,100,20,10,15,4,700022784.1,700023324,54.28,10,10,10,1.58,693510144,10,0.734375,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V10C15#5,100,20,10,15,5,76775424,76775424,32.51,10,10,10,0.89,75047424,10,0.734375,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R20V15C5#1,100,20,15,5,1,111999756.1,111999756.1,250.37,11,11,11,30.82,98596032.06,6,0.921875,39.00%,33.00%,15.00%,2.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
